record_id,name,description,service_type
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Nährstoffspeicher- / Schadstoffbindungsvermögen der Böden (KAKeff-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Nährstoffversorgung des Oberbodens (S-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Wasserversorgung der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Filtervermögen der Böden (kf-Wert) 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Bindungsstärke für Schwermetalle der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Puffervermögen im organischen Kohlenstoffhaushalt der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Regionale Seltenheit der Bodengesellschaften 2020 (Umweltatlas) (WMS),wms
r_friuve:m3976-cc-i1481,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/d082b421-c99d-37d1-922b-e581725cfa71,NULL,Darstellungsdienst - Besondere naturräumliche Eigenart der Böden 2020 (Umweltatlas) (WMS),wms
https://data.inspire.gv.at/68055a59-f963-4518-9c61-234710531ad1,inspire_feldstuecke_2022_2,inspire_feldstuecke_2022_2,wms
https://data.inspire.gv.at/4f35a25a-9295-43c6-aa30-696d03e2ebed,inspire_hofstellen_2022_2,inspire_hofstellen_2022_2,wms
6c7ae489-8a11-45af-9352-f6b9ad05414b,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,wfs
6c7ae489-8a11-45af-9352-f6b9ad05414b,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,wfs
6c7ae489-8a11-45af-9352-f6b9ad05414b,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,wfs
6c7ae489-8a11-45af-9352-f6b9ad05414b,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,INSPIRE Downloaddienst Databank Ondergrond Vlaanderen,wfs
4d283c4d-ddfc-4d27-b679-7d5881e66f85,Agricultural Soil Map of Austria - Water Permeability - WFS,Agricultural Soil Map of Austria - Water Permeability - WFS,ogcapi
"INSPIRE_SIGEC_PARC_AGRI_ANON__2018,b0691bd7-2b15-4717-94f9-dcffc28d0627",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"LU_ExistingLandUse_SIGEC2024,c4b05636-ad49-46ad-b38b-3b53b61f9759",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"INSPIRE_SIGEC_PARC_AGRI_ANON__2017,2f225125-1309-45b3-804c-204f62808f48",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"INSPIRE_SIGEC_PARC_AGRI_ANON__2015,82a3db7f-092c-4e9a-a97e-b92b31eeafe1",Service de visualisation WMS - Inspire,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
https://data.inspire.gv.at/76e56152-abca-4611-b88a-6ee7d48f9a61,inspire_schlaege_2022_2_point,inspire_schlaege_2022_2_point,wms
https://hub.agrigis.cz/ID_Sluzby/CZ-00020478-LPIS-WFS,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/10f8e25e-217d-34dd-b6e5-e4b1c70be8a5,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodengesellschaften und Bodenarten 2020) (WMS),wms
"INSPIRE_SIGEC_PARC_AGRI_ANON__2019,1b15175c-9465-4613-8e15-44918e77ab22",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"INSPIRE_LU_ExistingLandUse_SIGEC2020,7e19a17e-8b1c-4c3c-a6a8-0443b59eeca7",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"INSPIRE_SIGEC_PARC_AGRI_ANON__2015,b7f2f896-5983-46dd-bed6-c43e15613efb",Service de visualisation WMS - Inspire,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"LU_ExistingLandUse_SIGEC2015,c55781da-dc96-4a8d-9e2e-c6c0e778e25f",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
r_friuve:m3979-cc-i1486,NULL,NULL,wms
"/LC_AgriculturalArea_LPIS_2022,d752fab9-4560-4a32-9da6-227b51fca867",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"LU_ExistingLandUse_SIGEC2021,a34c3c16-5ec5-41c6-839b-d1a587b52fa2",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"LU_ExistingLandUse_SIGEC2017,14952d61-ec09-455a-ac6b-805aa03ff297",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
r_friuve:m3979-cc-i1486,NULL,NULL,wfs
https://registry.geology.cz/id/NGMD-GEOCR50_PED-SDE-WMS,INSPIRE prohlížecí služba (CS),NULL,wms
"INSPIRE_SIGEC_PARC_AGRI_ANON__2020,1aecd74a-e1a7-498c-b749-f0a256ba2834",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
"INSPIRE_LU_ExistingLandUse_SIGEC2018,2f747a5b-0278-43b7-91a6-d3b2d2b52323",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
r_lombar:b0d7df16-b9d0-49bb-ba32-e3604df79c1f,NULL,NULL,wms
r_lombar:b0d7df16-b9d0-49bb-ba32-e3604df79c1f,NULL,NULL,wfs
r_piemon:19a03f12-06ad-4f24-bb2a-3d3fe7008d07,Risorse genetiche forestali - Mappa,NULL,wfs
7d2a00fb-2df8-4827-83eb-42aa447fe2e3,https://inspire.geoportaal.ee/geoserver/SO_pinnas/wms?,Andmed INSPIRE andmemudelil.,wms
https://registry.gdi-de.org/id/de.be.csw/a84c212a-a92b-3439-abee-31254223455f,NULL,Darstellungsdienst - Bodenkundliche Kartierungen - Übersicht (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/2435d0e9-e7f9-32d2-8a28-0e9c99a799f0,NULL,Darstellungsdienst - Mittlere effektive Kationenaustauschkapazität (KAKeff) der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/4d174111-4c4f-3935-998a-4d16a330695f,NULL,Darstellungsdienst - Nutzbare Feldkapazität der Böden des effektiven Wurzelraumes 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/31381c4e-6552-3e70-8893-49636afc8aca,NULL,Darstellungsdienst - Regelungsfunktion für den Wasserhaushalt der Böden 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/f1090666-6381-32f8-9a01-b3750af1f8a0,NULL,Darstellungsdienst - Mittelmaßstäbige Landwirtschaftliche Standortkartierung (MMK) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/7e472e4b-36a1-34fc-adbb-aeadd6cfa238,NULL,Darstellungsdienst - Puffervermögen im organischen Kohlenstoffhaushalt der Böden 2020 (Umweltatlas) (WMS),wms
http://www.lgl-bw.de/68953e74-cc0f-11ea-815e-005056865142,INSPIRE-WMS BW Boden ALKIS,NULL,wms
3ef63e0d-591a-4047-a2c4-339546ed2bd7,Agricultural Soil Map of Austria - Humus Form - WFS,Agricultural Soil Map of Austria - Humus Form - WFS,ogcapi
r_friuve:m3976-cc-i1481,NULL,NULL,wms
9eb263f1-2fa8-4647-9ff9-295b332e93cc,Agricultural Soil Map of Austria - Soil Depth - WFS,Agricultural Soil Map of Austria - Soil Depth - WFS,ogcapi
https://www.dov.vlaanderen.be/dataset/127c3b51-d606-47f8-8c35-df7301b35ca2,organische_koolstof:carbon_40,WCS-capabilities Soil Organic Carbon Stock Maps for Belgium: mean (40 m grid),wcs
r_friuve:m3881-cc-i1449,NULL,NULL,wfs
r_friuve:m3881-cc-i1449,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/162bcd8a-767e-39c5-a9d7-4e1aefc48fdd,NULL,Darstellungsdienst - Bodengesellschaften 2020 (Umweltatlas) (WMS),wms
r_lombar:89fd2121-9e9e-48e0-9007-e15ce23c4231,NULL,NULL,wms
20497e23-38f5-442b-b001-bdf181b1028e,NULL,NULL,wms
https://registry.geology.cz/inspire/SO-soilBody,INSPIRE prohlížecí služba (CS),NULL,wms
https://www.dov.vlaanderen.be/dataset/80b78280-2182-4031-ad24-2b717f110ef5,organische_koolstof:carbon_1000,WCS-capabilities Soil Organic Carbon Stock Maps for Belgium: mean (1 km grid),wcs
arlpa_to:07.02.11,NULL,NULL,wms
7f2a17d7-0aed-4f30-9805-eca33234df05,Agricultural Soil Map of Austria - Water Conditions - WFS,Agricultural Soil Map of Austria - Water Conditions - WFS,ogcapi
https://registry.gdi-de.org/id/de.be.csw/5258a51e-3e60-370d-bc4e-fb9c4e530d41,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Moore) (WMS),wms
226f7d26-71bf-4fbd-a1f9-c8510aeddd8a,Agricultural Soil Map of Austria - Textural Class (JRC) - WFS,Agricultural Soil Map of Austria - Textural Class (JRC) - WFS,ogcapi
arlpa_to:07.06.08_11,NULL,NULL,wms
"SO.SoilThemeCoverage.COT__TENEURS_1949_1972,ce58c3ed-03d5-43da-b5cf-376e8faf351c",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/61b89356-8443-38aa-8d24-32ad6292b065,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Mittelmaßstäbige Landwirtschaftliche Standortkartierung MMK) (WMS),wms
920dbf25-9ed2-471b-96ad-1183e8146ec6,Capabilities van de raadpleegdienst van MercatorNet,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/05fc75f6-13ac-3339-acce-500bf10238a0,NULL,Darstellungsdienst - Moore (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/05fc75f6-13ac-3339-acce-500bf10238a0,NULL,Downloaddienst - Moore (Umweltatlas) (WFS),wfs
r_friuve:m3974-cc-i1478,NULL,NULL,wms
r_friuve:m3974-cc-i1478,NULL,NULL,wfs
"SO.SoilThemeCoverage.COT__TENEURS_2015_2019,7f867379-ebb2-4dbb-8d3d-7e6c9734b48d",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"SO.SoilThemeCoverage.COT__CV_TENEURS_2004_2014,8279ac41-903a-4196-8d5c-8fa836c949ea",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Sols"".",wms
"SO.SoilThemeCoverage.COT__CV_TENEURS_1949_1972,b2d711b3-2d3d-425c-b838-f3275fb62fc7",INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Sols"".",wms
r_friuve:m3966-cc-i1467,NULL,NULL,wms
r_friuve:m3966-cc-i1467,NULL,NULL,wfs
dc1bb0b8-2341-4556-a205-9a04d5629c6f,Agricultural Soil Map of Austria - Texture (FAO) - WFS,Agricultural Soil Map of Austria - Texture (FAO) - WFS,ogcapi
1234567,NULL,NULL,wfs
"LC_landscapeFeature_LPIS_2024,694b0e28-4d23-4879-be00-7e1489344b8e",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
https://hub.agrigis.cz/ID_DatoveSady/EcologicalFocusAreaId/CZ-48133981-LPIS-EFA,NULL,NULL,wms
https://hub.agrigis.cz/ID_DatoveSady/EcologicalFocusAreaId/CZ-48133981-LPIS-EFA,NULL,NULL,wfs
https://hub.agrigis.cz/ID_DatoveSady/AgriculturalAreaId/CZ-48133981-LPIS-AA,NULL,NULL,wms
https://hub.agrigis.cz/ID_DatoveSady/AgriculturalAreaId/CZ-48133981-LPIS-AA,NULL,NULL,wfs
https://hub.agrigis.cz/ID_Sluzby/CZ-00020478-LPIS-WMS,NULL,NULL,wms
https://data.inspire.gv.at/29f7bb6b-749f-4485-8da9-4e21ec67a22b,inspire_referenzen_2022_2_point,inspire_referenzen_2022_2_point,wms
NTA_m344-ec2b-4449-bfe6-087cd3d22ac8,LU.NGMHU:LandUse2023,ngmhu2023_crs23700,wms
714a55b9-46ad-4c73-90a9-8ef3d00762d8,NULL,WMS Departement Landbouw en Visserij,wms
e257b17b-b868-4154-a303-23855f7e9345,WMS-tjänst Jordbruksblock,WMS-tjänst Jordbruksblock,wms
e257b17b-b868-4154-a303-23855f7e9345,WFS-tjänst Jordbruksblock,WFS-tjänst Jordbruksblock,wfs
a97f1e11-9538-42d8-b501-2b64a303ba1d,Jordbruksverkets visningstjänst (WMS),Jordbruksverkets visningstjänst (WMS),wms
a97f1e11-9538-42d8-b501-2b64a303ba1d,Jordbruksverkets nedladdningstjänst (WFS),Jordbruksverkets nedladdningstjänst (WFS),wfs
"LU_ExistingLandUse_SIGEC2016,abc1cc4b-1b0e-44d5-8afc-53173d8f17f2",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"INSPIRE_LU_ExistingLandUse_SIGEC2019,634a8d37-c061-4309-863e-83c58db6048b",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
"LU_ExistingLandUse_SIGEC2022,2a0d9be0-ac3d-443e-9db0-a7cfb0f128e2",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
r_friuve:m4001-cc-i1392,NULL,NULL,wms
r_friuve:m4001-cc-i1392,NULL,NULL,wfs
r_liguri:D.2281.VS,NULL,NULL,wms
https://hub.agrigis.cz/ID_DatoveSady/LandscapeFeatureId/CZ-48133981-LPIS-LF,NULL,NULL,wms
https://hub.agrigis.cz/ID_DatoveSady/LandscapeFeatureId/CZ-48133981-LPIS-LF,NULL,NULL,wfs
https://registry.gdi-de.org/id/de.be.csw/a9cd5bc4-0381-3178-bbfa-0ba4460ce6ce,NULL,Darstellungsdienst - Bodenpunktdatenbank (WMS),wms
m_amte:299FN3:5b4b7378-cf04-41cf-be82-b7f0e100cbe8,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/452ed8f4-6eff-39b6-884d-b952cf54fab8,NULL,Darstellungsdienst - Summe austauschbarer basischer Kationen des Oberbodens (S-Wert) 2020 (Umweltatlas) (WMS),wms
https://metadata.geo.llv.li/28afb448-1dc6-4c48-a025-1a144c0e36f6,li.au.wa.thermische_grundwassernutzung|,OGC WMS Service der Liechtensteinischen Landesverwaltung,wms
"LU_ExistingLandUse_SIGEC2023,7ba2cb90-a5d0-46f6-9502-481a25951e55",INSPIRE - Usage des sols en Wallonie (BE) - Service de visualisation WMS,NULL,wms
recordsed960299-a147-4c1a-bc57-41ff83a2264f,BRO - Bodemkaart (SGM) WMS,BRO - Bodemkaart (SGM) WMS,wms
https://hub.agrigis.cz/ID_DatoveSady/AgriculturalParcelId/CZ-48133981-IACS-GSA,NULL,NULL,wms
5856173c-e58d-4b4c-8f9b-046ee1f20c1c,NULL,NULL,wfs
http://id.igeo.pt/cdg/35821c18-cea8-47c4-bde0-4580d6808c11,NULL,NULL,wms
https://registry.gdi-de.org/id/de.be.csw/f926ced5-762b-35a1-8ac6-c8147e1581b6,NULL,Darstellungsdienst - Wasserhaushalt 2022 - Versickerung aus Niederschlägen (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/0f13a6e6-3e3f-32f6-af9b-b5179d479363,NULL,Darstellungsdienst - pH-Werte des Oberbodens 2020 (Umweltatlas) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/e9c465d4-3a7c-39fe-b725-43f86a1256b0,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Kriterien zur Bewertung der Bodenfunktionen 2020) (WMS),wms
https://registry.gdi-de.org/id/de.be.csw/d30758db-bc5a-3085-9c5c-e73396f024e4,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Bodenkundliche Kennwerte 2020) (WMS),wms
b434b52d-6c42-482f-b9ea-afaa57419f2f,Agricultural Soil Map of Austria - Full Soil Code from the World Reference Base (WRB Full) - WFS,Agricultural Soil Map of Austria - Full Soil Code from the World Reference Base (WRB Full) - WFS,ogcapi
https://registry.gdi-de.org/id/de.bund.thuenen/1c3507ce-6631-4175-b8dd-6444fa3e9472,Darstellungsdienst Erste Bodenzustandserhebung im Wald (BZE Wald I),GetCapabilities-Dokument (Selbstbeschreibung des Dienstes),wms
https://registry.gdi-de.org/id/de.bund.thuenen/1c3507ce-6631-4175-b8dd-6444fa3e9472,Downloaddienst Erste Bodenzustandserhebung im Wald (BZE Wald I),GetCapabilities-Dokument (Selbstbeschreibung des Dienstes),wfs
https://registry.gdi-de.org/id/de.be.csw/4394e709-ce2b-3937-b209-283de93c380d,NULL,Darstellungsdienst - Besondere naturräumliche Eigenart der Böden 2020 (Umweltatlas) (WMS),wms
2926a277-0208-40e7-b0ba-eb6adf37935e,INSPIRE Downloaddienst (WCS) Databank Ondergrond Vlaanderen,INSPIRE Downloaddienst (WCS) Databank Ondergrond Vlaanderen,wcs
https://registry.gdi-de.org/id/de.be.csw/c40389f2-f121-3216-88ab-342b1151cba3,NULL,Darstellungsdienst - Boden im INSPIRE-Datenmodell (Mittelmaßstäbige Landwirtschaftliche Standortkartierung MMK) (WMS),wms
https://hub.agrigis.cz/ID_DatoveSady/ReferenceParcelId/CZ-48133981-LPIS-RP,NULL,NULL,wms
https://hub.agrigis.cz/ID_DatoveSady/ReferenceParcelId/CZ-48133981-LPIS-RP,NULL,NULL,wfs
"LC_landscapeFeature_SIGEC_LPIS_2023,e0df2619-0999-45f6-9f6c-3d241415c624",INSPIRE- Occupation des terres en Wallonie (BE) - Service de visualisation WMS,"Ce service de visualisation WMS-INSPIRE permet de consulter la série de couches de données conforme au thème INSPIRE ""Occupation des terres"".",wms
1c9b43c3-064d-40c3-aa7c-879b7376ef6f,NULL,NULL,wms
fceb610a-5d35-4a0c-a74b-3117b30b1533,NULL,NULL,wms
bc4277fe-7d0b-4d5e-9782-cccb1753f5f5,NULL,NULL,wms
57af3675-efc5-453b-bd66-c9be4a4a0c16,NULL,NULL,wms
