subject_label,vocab_label,matched_label,matched_lang,is_mt,subject_id,subject_uri,vocab_identifier,fuzzy_score
argine,clay,argile,fr,False,171566,,https://w3id.org/eusoilvoc#Clay,83
landbruk,land use,landgebruik,nl,True,171577,,https://w3id.org/eusoilvoc#LandUse,84
fertiliser,fertiliser use,fertiliser use,en,False,173238,,https://w3id.org/eusoilvoc#FertiliserUse,83
bodenzustand,soil location,Bodenstandort,de,True,171605,,https://w3id.org/eusoilvoc#SoilLocation,80
minéralisation du carbone,soil mineralization,minéralisation du sol,fr,True,173244,,https://w3id.org/eusoilvoc#SoilMineralization,83
mineralization,soil mineralization,soil mineralization,en,False,173247,,https://w3id.org/eusoilvoc#SoilMineralization,85
flächennutzungsplan,land use class,Flächennutzungsklasse,de,True,171665,,https://w3id.org/eusoilvoc#LandUseClass,85
ressourcenbewirtschaftung,soil management,Bodenbewirtschaftung,de,False,171666,,https://w3id.org/eusoilvoc#SoilManagement,80
water retention,soil water retention,soil water retention,en,False,171688,,https://w3id.org/eusoilvoc#SoilWaterRetention,86
air permeability,soil air permeability,soil air permeability,en,False,173260,,https://w3id.org/eusoilvoc#SoilAirPermeability,86
edificios,building,edificio,it,True,171786,,https://w3id.org/eusoilvoc#Building,94
bodenbedeckung,soil movement,Bodenbewegung,de,False,171840,,https://w3id.org/eusoilvoc#SoilMovement,81
land cover unit,land cover,land cover,en,False,171893,,https://w3id.org/eusoilvoc#LandCover,80
crop productivity,soil productivity,soil productivity,en,False,173287,,https://w3id.org/eusoilvoc#SoilProductivity,82
buildings,building,building,en,False,171928,,https://w3id.org/eusoilvoc#Building,94
non-travail du sol,soil tillage,travail du sol,fr,True,173298,,https://w3id.org/eusoilvoc#SoilTillage,88
conservation des sols,soil consolidation,consolidation des sols,fr,True,173304,,https://w3id.org/eusoilvoc#SoilConsolidation,84
bodennutzung,soil settlement,Bodensetzung,de,True,172013,,https://w3id.org/eusoilvoc#SoilSettlement,83
bodennutzung,soil settlement,Bodensetzung,de,True,172080,,https://w3id.org/eusoilvoc#SoilSettlement,83
phosphorus fractionation,phosphorus retention,phosphorus retention,en,False,172115,,https://w3id.org/eusoilvoc#PhosphorusRetention,82
water availability,soil water availability,soil water availability,en,False,172119,,https://w3id.org/eusoilvoc#SoilWaterAvailability,88
microbiome,microbes,Microbios,es,False,172146,,https://w3id.org/eusoilvoc#Microbes,84
environmental predictors,environmental factors,environmental factors,en,False,172168,,https://w3id.org/eusoilvoc#EnvironmentalFactors,84
2303 ecology,geology,geology,en,False,172218,,https://w3id.org/eusoilvoc#Geology,86
microbiomes,microbes,Microbios,es,False,172220,,https://w3id.org/eusoilvoc#Microbes,90
cold temperature,soil temperature,soil temperature,en,False,172225,,https://w3id.org/eusoilvoc#SoilTemperature,88
soil protists,soil processes,soil process,en,False,172287,,https://w3id.org/eusoilvoc#SoilProcesses,80
soil fungi,soil fluid,soil fluid,en,False,172306,,https://w3id.org/eusoilvoc#SoilFluid,80
nutrient availability,soil nutrient availability,soil nutrient availability,en,False,172336,,https://w3id.org/eusoilvoc#SoilNutrientAvailability,89
microbial respiration,soil microbial respiration,soil microbial respiration,en,False,172338,,https://w3id.org/eusoilvoc#SoilMicrobialRespiration,89
3103 ecology,geology,geology,en,False,172345,,https://w3id.org/eusoilvoc#Geology,86
global ecological processes,soil biological processes,soil biological processes,en,False,172380,,https://w3id.org/eusoilvoc#SoilBiologicalProcesses,81
soil fungal,soil fauna,soil fauna,en,False,172397,,https://w3id.org/eusoilvoc#SoilFauna,86
water retention,soil water retention,soil water retention,en,False,172428,,https://w3id.org/eusoilvoc#SoilWaterRetention,86
solute movement,soil movement,soil movement,en,False,172552,,https://w3id.org/eusoilvoc#SoilMovement,86
elasticity,wet plasticity,wet plasticity,en,False,172555,,https://w3id.org/eusoilvoc#WetPlasticity,83
biofilm formation,soil formation,soil formation,en,False,172565,,https://w3id.org/eusoilvoc#SoilFormation,84
compression,soil compression,soil compression,en,False,172590,,https://w3id.org/eusoilvoc#SoilCompression,81
soil-structure,soil structure,soil structure,en,False,172593,,https://w3id.org/eusoilvoc#SoilStructure,93
soil hydromechanical properties,soil physical properties,soil physicochemical properties,en,False,172627,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,81
phosphorus (p),phosphorus,phosphorus,en,False,172634,,https://w3id.org/eusoilvoc#Phosphorus,83
soil gelling,soil swelling,soil swelling,en,False,172645,,https://w3id.org/eusoilvoc#SoilSwelling,88
soil organic carbon storage,soil organic carbon,soil organic carbon,en,False,173326,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,83
soil sustainability,soil stability,soil stability,en,False,173342,,https://w3id.org/eusoilvoc#SoilStability,85
conventional tillage,conventional drainage,conventional drainage,en,False,173380,,https://w3id.org/eusoilvoc#ConventionalDrainage,83
shear strength,soil shear strength,soil shear strength,en,False,173385,,https://w3id.org/eusoilvoc#SoilShearStrength,85
organic contaminant,soil contaminants,soil contaminant,en,False,173394,,https://w3id.org/eusoilvoc#SoilContaminants,80
soil amendment,soil movement,soil movement,en,False,173397,,https://w3id.org/eusoilvoc#SoilMovement,81
fertiliser guide,fertiliser use,fertiliser use,en,False,173406,,https://w3id.org/eusoilvoc#FertiliserUse,87
lande use,land use,land use,en,False,173468,,https://w3id.org/eusoilvoc#LandUse,94
environmental fate,environmental factors,environmental factor,en,False,173471,,https://w3id.org/eusoilvoc#EnvironmentalFactors,89
organic contaminants,soil contaminants,soil contaminants,en,False,173473,,https://w3id.org/eusoilvoc#SoilContaminants,81
105405 geoökologie,geology,Geologie,de,False,173544,,https://w3id.org/eusoilvoc#Geology,84
401902 soil science,soil subsidence,soil subsidence,en,False,173545,,https://w3id.org/eusoilvoc#SoilSubsidence,81
bonare,boron,bore,fr,False,173577,,https://w3id.org/eusoilvoc#Boron,80
soil test,soil types,soil types,en,False,173583,,https://w3id.org/eusoilvoc#SoilTypes,84
soil cover classification,soil classification,soil classification,en,False,173593,,https://w3id.org/eusoilvoc#SoilClassification,86
land‑use,land use,land use,en,False,173633,,https://w3id.org/eusoilvoc#LandUse,88
data quality,water quality,water quality,en,False,173638,,https://w3id.org/eusoilvoc#WaterQuality,80
damping,evapouration,verdamping,nl,True,173718,,https://w3id.org/eusoilvoc#Evapouration,82
soil quality index,soil health,soil quality,en,False,173747,,https://w3id.org/eusoilvoc#SoilHealth,80
soil metataxonomy,soil classification,soil taxonomy,en,False,173835,,https://w3id.org/eusoilvoc#SoilClassification,87
ultrafiltration,filtration,filtration,en,False,173890,,https://w3id.org/eusoilvoc#Filtration,80
nanofiltration,filtration,filtration,en,False,173896,,https://w3id.org/eusoilvoc#Filtration,83
biome,trees,bomen,nl,True,173945,,https://w3id.org/eusoilvoc#Trees,80
nitrogen dynamics,nutrient dynamics,nutrient dynamics,en,False,173949,,https://w3id.org/eusoilvoc#NutrientDynamics,82
physicochemical property,soil physical properties,soil physicochemical properties,en,False,174015,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,84
particle size,soil particle size,soil particle size,en,False,174016,,https://w3id.org/eusoilvoc#SoilParticleSize,84
mineral dust particles,mineral particles,mineral particles,en,False,174037,,https://w3id.org/eusoilvoc#MineralParticles,87
caliop,calcium,Calcio,it,False,174051,,https://w3id.org/eusoilvoc#Calcium,83
climatology,lithology,lithology,en,False,174065,,https://w3id.org/eusoilvoc#Lithology,80
climatologia,lithology,Litologia,it,False,174067,,https://w3id.org/eusoilvoc#Lithology,86
irradiation,irrigation,irrigation,en,False,174096,,https://w3id.org/eusoilvoc#Irrigation,86
earth's atmosphere,soil air,earth atmosphere,en,False,174101,,https://w3id.org/eusoilvoc#SoilAir,94
no2 pollution,soil pollution,soil pollution,en,False,174110,,https://w3id.org/eusoilvoc#SoilPollution,81
aerosol absorption,soil absorption,soil absorption,en,False,174134,,https://w3id.org/eusoilvoc#SoilAbsorption,85
radiació,roots,Radici,it,False,174165,,https://w3id.org/eusoilvoc#Roots,86
air-quality,air quality,air quality,en,False,174186,,https://w3id.org/eusoilvoc#AirQuality,91
aerosol particles,soil particles,soil particles,en,False,174205,,https://w3id.org/eusoilvoc#SoilParticles,84
particle size distribution (psd),soil particle size distribution,soil particle size distribution,en,False,174206,,https://w3id.org/eusoilvoc#SoilParticleSizeDistribution,83
1 model description,soil description,soil description,en,False,174219,,https://w3id.org/eusoilvoc#SoilDescription,85
soil wind erosion,soil erosion,soil erosion,en,False,174237,,https://w3id.org/eusoilvoc#SoilErosion,83
air movements,soil air movement,soil air movement,en,False,174269,,https://w3id.org/eusoilvoc#SoilAirMovement,80
fuel and weather conditions,weather,weather conditions,en,False,174361,,https://w3id.org/eusoilvoc#Weather,80
file content,soil contents,soil content,en,False,174388,,https://w3id.org/eusoilvoc#SoilContents,83
adsorption,soil adsorption,soil adsorption,en,False,174412,,https://w3id.org/eusoilvoc#SoilAdsorption,80
soil organic carbon stocks,soil organic carbon loss,soil organic carbon loss,en,False,174420,,https://w3id.org/eusoilvoc#SOCLoss,88
nodulation,inundation,inondation,fr,False,174434,,https://w3id.org/eusoilvoc#Inundation,80
soil flood,soil flow,soil flow,en,False,174477,,https://w3id.org/eusoilvoc#SoilFlow,84
soil healty,soil health,soil health,en,False,174500,,https://w3id.org/eusoilvoc#SoilHealth,91
"waste disposal, fluid",waste disposal,waste disposal,en,False,174552,,https://w3id.org/eusoilvoc#WasteDisposal,80
soil enzyme activity,soil reactivity,soil reactivity,en,False,174615,,https://w3id.org/eusoilvoc#SoilReactivity,80
biofilm management,soil management,soil management,en,False,174642,,https://w3id.org/eusoilvoc#SoilManagement,85
environmental communication,environmental factors,environmental conditions,en,False,174752,,https://w3id.org/eusoilvoc#EnvironmentalFactors,86
soil moisture monitoring,soil moisture contents,soil moisture content,en,False,174757,,https://w3id.org/eusoilvoc#SoilMoistureContents,80
sdg indicators,soil indicators,soil indicators,en,False,174766,,https://w3id.org/eusoilvoc#SoilIndicators,83
soil affinity,soil salinity,soil salinity,en,False,174807,,https://w3id.org/eusoilvoc#SoilSalinity,85
plant preservation,plant respiration,plant respiration,en,False,174855,,https://w3id.org/eusoilvoc#PlantRespiration,86
phylogeography,physiography,physical geography,en,False,174879,,https://w3id.org/eusoilvoc#Physiography,81
soil specialization,soil salinization,soil salinization,en,False,174920,,https://w3id.org/eusoilvoc#SoilSalinization,83
fragmentation,soil fragmentation,soil fragmentation,en,False,174923,,https://w3id.org/eusoilvoc#SoilFragmentation,84
ecologia,geology,Geologia,it,False,174936,,https://w3id.org/eusoilvoc#Geology,88
vegetació,vegetation,Vegetación,es,False,174937,,https://w3id.org/eusoilvoc#Vegetation,95
infiltration,filtration,filtration,en,False,174952,,https://w3id.org/eusoilvoc#Filtration,91
translation,transpiration,transpiration,en,False,175069,,https://w3id.org/eusoilvoc#Transpiration,83
innovation,inundation,inundation,en,False,175158,,https://w3id.org/eusoilvoc#Inundation,80
spectral decomposition,peat decompostion,peat decompostion,en,False,175170,,https://w3id.org/eusoilvoc#PeatDecompostion,82
slope processes,soil processes,soil processes,en,False,175176,,https://w3id.org/eusoilvoc#SoilProcesses,83
earthworks,earthworms,earthworms,en,False,175193,,https://w3id.org/eusoilvoc#Earthworms,90
soil heating,soil melting,soil melting,en,False,175209,,https://w3id.org/eusoilvoc#SoilMelting,83
soil microbial functions,soil chemical functions,soil chemical functions,en,False,175210,,https://w3id.org/eusoilvoc#SoilChemicalFunctions,85
seed production,food production,food production,en,False,175262,,https://w3id.org/eusoilvoc#FoodProduction,80
slash management,soil management,soil management,en,False,175266,,https://w3id.org/eusoilvoc#SoilManagement,84
forest production,food production,food production,en,False,175273,,https://w3id.org/eusoilvoc#FoodProduction,81
peat thickness,salt thickness,salt thickness,en,False,175296,,https://w3id.org/eusoilvoc#SaltThickness,86
microbial degradation,soil degradation,soil degradation,en,False,175322,,https://w3id.org/eusoilvoc#SoilDegradation,81
ergosterol fragmentation,soil fragmentation,soil fragmentation,en,False,175343,,https://w3id.org/eusoilvoc#SoilFragmentation,81
wood production,food production,food production,en,False,175350,,https://w3id.org/eusoilvoc#FoodProduction,93
site preparation,seedbed preparation,seedbed preparation,en,False,175362,,https://w3id.org/eusoilvoc#SeedbedPreparation,80
soil c balance,ion exchange,ionic balance,en,False,175385,,https://w3id.org/eusoilvoc#IonExchange,81
soil pore water,soil pore shape,soil pore shape,en,False,175460,,https://w3id.org/eusoilvoc#SoilPoreShape,80
permeability,soil permeability,soil permeability,en,False,175498,,https://w3id.org/eusoilvoc#SoilPermeability,83
explosion,slope orientation,exposition,en,False,175680,,https://w3id.org/eusoilvoc#SlopeOrientation,84
environmental speciation,environmental factors,environmental conditions,en,False,175767,,https://w3id.org/eusoilvoc#EnvironmentalFactors,83
atom exchange,cation exchange,cation exchange,en,False,175790,,https://w3id.org/eusoilvoc#CationExchange,86
carbonates,carbonate,carbonate,en,False,175816,,https://w3id.org/eusoilvoc#Carbonate,95
soil nutrient concentrations,soil productivity,soil nutrient content,en,False,175918,,https://w3id.org/eusoilvoc#SoilProductivity,82
soil carbon pools,carbon pools,carbon pools,en,False,175925,,https://w3id.org/eusoilvoc#CarbonPools,83
phosphorus fractions,phosphorus retention,phosphorus retention,en,False,175928,,https://w3id.org/eusoilvoc#PhosphorusRetention,80
geochemical processes,soil chemical processes,soil chemical processes,en,False,175931,,https://w3id.org/eusoilvoc#SoilChemicalProcesses,86
deposition,slope orientation,exposition,en,False,175958,,https://w3id.org/eusoilvoc#SlopeOrientation,90
soil nitrogen content,soil productivity,soil nutrient content,en,False,175962,,https://w3id.org/eusoilvoc#SoilProductivity,86
exploitation,slope orientation,exposition,en,False,175975,,https://w3id.org/eusoilvoc#SlopeOrientation,82
environmental indicators,environmental factors,environmental factors,en,False,175976,,https://w3id.org/eusoilvoc#EnvironmentalFactors,84
flood regulation,flood duration,flood duration,en,False,175985,,https://w3id.org/eusoilvoc#FloodDuration,80
durabilité du sol,soil erodibility,érodabilité du sol,fr,True,176009,,https://w3id.org/eusoilvoc#SoilErodibility,86
primary productivity,biomass productivity,biomass productivity,en,False,176058,,https://w3id.org/eusoilvoc#BiomassProductivity,80
soil capability,soil stability,soil stability,en,False,176076,,https://w3id.org/eusoilvoc#SoilStability,83
environmental zones,environmental factors,environmental factors,en,False,176082,,https://w3id.org/eusoilvoc#EnvironmentalFactors,80
nutrient uptake,plant nutrient uptake,plant nutrient uptake,en,False,176091,,https://w3id.org/eusoilvoc#PlantNutrientUptake,83
letter,weather,Wetter,de,False,176151,,https://w3id.org/eusoilvoc#Weather,83
nutrient content,soil productivity,soil nutrient content,en,False,176255,,https://w3id.org/eusoilvoc#SoilProductivity,86
cast physicochemical properties,soil physical properties,soil physicochemical properties,en,False,176410,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,90
crop biomass,root biomass,root biomass,en,False,176414,,https://w3id.org/eusoilvoc#RootBiomass,83
mp abundance,pore abundance,pore abundance,en,False,176450,,https://w3id.org/eusoilvoc#PoreAbundance,85
mass concentration,mineral concentration,mineral concentration,en,False,176454,,https://w3id.org/eusoilvoc#MineralConcentration,82
tourbière,peat,tourbe,fr,False,176557,,https://w3id.org/eusoilvoc#Peat,80
agroecología,geology,Geología,es,False,176593,,https://w3id.org/eusoilvoc#Geology,80
soil organic matter decomposition,soil organic matter contents,soil organic matter content,en,False,176617,,https://w3id.org/eusoilvoc#SoilOrganicMatterContents,80
soil biocrust,soil crusts,soil crust,en,False,176632,,https://w3id.org/eusoilvoc#SoilCrusts,87
nutrient bioavailability,soil nutrient availability,soil nutrient availability,en,False,176636,,https://w3id.org/eusoilvoc#SoilNutrientAvailability,84
women,trees,bomen,nl,True,176642,,https://w3id.org/eusoilvoc#Trees,80
social sustainability,soil stability,soil stability,en,False,176646,,https://w3id.org/eusoilvoc#SoilStability,80
salute del suolo,soil salinity,Salinità del suolo,it,False,176671,,https://w3id.org/eusoilvoc#SoilSalinity,82
land use sites,land use forests,land use forests,en,False,176795,,https://w3id.org/eusoilvoc#LandUseForests,80
water-quality,water quality,water quality,en,False,176904,,https://w3id.org/eusoilvoc#WaterQuality,92
soil water regime,soil water storage,soil water storage,en,False,176910,,https://w3id.org/eusoilvoc#SoilWaterStorage,80
nutrient balance,soil productivity,soil nutrient balance,en,False,176913,,https://w3id.org/eusoilvoc#SoilProductivity,86
crop growth,root growth,root growth,en,False,176914,,https://w3id.org/eusoilvoc#RootGrowth,82
bodenanalyse,soil channel,Bodenkanal,de,True,176936,,https://w3id.org/eusoilvoc#SoilChannel,82
soil-water-retention,soil water retention,soil water retention,en,False,176945,,https://w3id.org/eusoilvoc#SoilWaterRetention,90
total carbon,soil total carbon,soil total carbon,en,False,177005,,https://w3id.org/eusoilvoc#SoilTotalCarbon,83
water holding capacity,soil water holding capacity,soil water holding capacity,en,False,177006,,https://w3id.org/eusoilvoc#SoilWaterHoldingCapacity,90
physical properties,soil physical properties,soil physical properties,en,False,177038,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,88
environmental stress,environmental factors,environmental factors,en,False,177051,,https://w3id.org/eusoilvoc#EnvironmentalFactors,83
co2 emission,emissions,emission,en,False,177102,,https://w3id.org/eusoilvoc#Emissions,80
soil aggregates,soil aggregate,soil aggregate,en,False,177162,,https://w3id.org/eusoilvoc#SoilAggregate,97
components,soil components,soil components,en,False,177186,,https://w3id.org/eusoilvoc#SoilComponents,80
suitability,soil stability,soil stability,en,False,177231,,https://w3id.org/eusoilvoc#SoilStability,80
clp classification,soil classification,soil classification,en,False,177296,,https://w3id.org/eusoilvoc#SoilClassification,86
ion exchange resin,ion exchange,ion exchange,en,False,177331,,https://w3id.org/eusoilvoc#IonExchange,80
pfas adsorption,soil adsorption,soil adsorption,en,False,177333,,https://w3id.org/eusoilvoc#SoilAdsorption,80
desorption,soil sorption,Bodensorption,de,False,177352,,https://w3id.org/eusoilvoc#SoilSorption,87
water repellency,soil water repellency,soil water repellency,en,False,177372,,https://w3id.org/eusoilvoc#SoilWaterRepellency,86
water transport,soil water transport,soil water transport,en,False,177405,,https://w3id.org/eusoilvoc#SoilWaterTransport,86
pore-size,soil pore size,pores size,en,False,177412,,https://w3id.org/eusoilvoc#SoilPoreSize,84
plasticity,wet plasticity,wet plasticity,en,False,177441,,https://w3id.org/eusoilvoc#WetPlasticity,83
disaggregation,soil aggregation,soil aggregation,en,False,177607,,https://w3id.org/eusoilvoc#SoilAggregation,80
crop vegetation,vegetation,vegetation,en,False,177609,,https://w3id.org/eusoilvoc#Vegetation,80
deep percolation,percolation,percolation,en,False,177617,,https://w3id.org/eusoilvoc#Percolation,81
soil evaporation,soil aeration,soil aeration,en,False,177624,,https://w3id.org/eusoilvoc#SoilAeration,83
balance,soil structure,battance,fr,False,177634,,https://w3id.org/eusoilvoc#SoilStructure,80
humidite du sol,soil moisture,humidité du sol,fr,False,177642,,https://w3id.org/eusoilvoc#SoilMoisture,93
water content,soil moisture,soil water content,en,False,177648,,https://w3id.org/eusoilvoc#SoilMoisture,84
evaporation,evapouration,evapouration,en,False,177658,,https://w3id.org/eusoilvoc#Evapouration,96
soil resistance,soil substance,soil substance,en,False,177686,,https://w3id.org/eusoilvoc#SoilSubstance,83
groundwater extraction,groundwater reproduction,groundwater reproduction,en,False,177725,,https://w3id.org/eusoilvoc#GroundwaterReproduction,83
transformation,transpiration,transpiration,en,False,177734,,https://w3id.org/eusoilvoc#Transpiration,81
disinfection,water purification,water disinfection,en,False,177740,,https://w3id.org/eusoilvoc#WaterPurification,80
soil microbial diversity,soil microbial activity,soil microbial activity,en,False,177896,,https://w3id.org/eusoilvoc#SoilMicrobialActivity,85
soil land management,soil management,soil management,en,False,177949,,https://w3id.org/eusoilvoc#SoilManagement,86
oil quality,soil health,soil quality,en,False,178001,,https://w3id.org/eusoilvoc#SoilHealth,96
description,soil description,soil description,en,False,178004,,https://w3id.org/eusoilvoc#SoilDescription,81
soil variability,soil erodibility,soil erodibility,en,False,178040,,https://w3id.org/eusoilvoc#SoilErodibility,81
level,seedling emergence,levée,fr,False,178044,,https://w3id.org/eusoilvoc#SeedlingEmergence,80
environmental effects,environmental factors,environmental factors,en,False,178103,,https://w3id.org/eusoilvoc#EnvironmentalFactors,86
soil particle size fractions,particle size fraction sum,particle size fraction sum,en,False,178129,,https://w3id.org/eusoilvoc#ParticleSizeFractionSum,85
environmental dimension,environmental factors,environmental conditions,en,False,178175,,https://w3id.org/eusoilvoc#EnvironmentalFactors,81
model organisms,soil organisms,soil organisms,en,False,178226,,https://w3id.org/eusoilvoc#SoilOrganisms,83
fertilizer value,fertiliser use,fertiliser use,en,False,178318,,https://w3id.org/eusoilvoc#FertiliserUse,80
bacterias,pavements,aceras,es,True,178323,,https://w3id.org/eusoilvoc#Pavements,80
microbioano,microbes,Microbios,es,False,178347,,https://w3id.org/eusoilvoc#Microbes,80
crop nutrients,macronutrients,macronutrients,en,False,178349,,https://w3id.org/eusoilvoc#Macronutrients,86
vegetation type,vegetation,vegetation types,en,False,178416,,https://w3id.org/eusoilvoc#Vegetation,97
nitrogen loss,soil nitrogen loss,soil nitrogen loss,en,False,178446,,https://w3id.org/eusoilvoc#SoilNLoss,84
matière organique,soil organic matter,matière organique du sol,fr,False,178471,,https://w3id.org/eusoilvoc#SoilOrganicMatter,83
flocculation,soil flocculation,soil flocculation,en,False,178493,,https://w3id.org/eusoilvoc#SoilFlocculation,83
loading,inundation,flooding,en,False,178534,,https://w3id.org/eusoilvoc#Inundation,80
flocculatie,soil flocculation,bodemflocculatie,nl,True,178577,,https://w3id.org/eusoilvoc#SoilFlocculation,81
drip irrigation,irrigation,irrigation,en,False,178683,,https://w3id.org/eusoilvoc#Irrigation,80
soil physical parameters,soil physical properties,soil physical properties,en,False,178691,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,83
seasonal,season,season,en,False,178942,,https://w3id.org/eusoilvoc#Season,86
weathering,weather,weather,en,False,178946,,https://w3id.org/eusoilvoc#Weather,82
sensitivity,soil sensitivity,soil sensitivity,en,False,179016,,https://w3id.org/eusoilvoc#SoilSensitivity,81
vegetation shift,vegetation,Vegetationstyp,de,False,179020,,https://w3id.org/eusoilvoc#Vegetation,80
bicarbonate,carbonate,carbonate,en,False,179077,,https://w3id.org/eusoilvoc#Carbonate,90
soilx,soil,soil,en,False,185701,,https://w3id.org/eusoilvoc#Soil,89
bodemclassificaties,soil classification,bodemclassificatie,nl,True,179113,,https://w3id.org/eusoilvoc#SoilClassification,97
bodemkaarten,soil crusts,bodemkorsten,nl,True,179126,,https://w3id.org/eusoilvoc#SoilCrusts,83
soil science,soil subsidence,soil subsidence,en,False,188193,,https://w3id.org/eusoilvoc#SoilSubsidence,81
soilloss,soil nitrogen loss,soil N loss,en,False,179161,,https://w3id.org/eusoilvoc#SoilNLoss,84
bodemsanering,soil strain,bodemspanning,nl,True,179272,,https://w3id.org/eusoilvoc#SoilStrain,85
structure-du-sol,soil tilth,structure du sol,fr,True,179321,,https://w3id.org/eusoilvoc#SoilTilth,88
organisme-du-sol,soil organisms,organisme du sol,fr,False,179322,,https://w3id.org/eusoilvoc#SoilOrganisms,88
chimie-des-sols,soil chemical,chimie des sols,fr,True,179326,,https://w3id.org/eusoilvoc#SoilChemical,87
type-de-sol,soil types,type de sol,fr,False,179346,,https://w3id.org/eusoilvoc#SoilTypes,82
habitation,habitats,habitat,en,False,179374,,https://w3id.org/eusoilvoc#Habitats,82
bâtiment,building,bâtiment,fr,True,179375,,https://w3id.org/eusoilvoc#Building,82
roads,road,road,en,False,185829,,https://w3id.org/eusoilvoc#Road,89
plant uptake,plant water uptake,plant water uptake,en,False,187515,,https://w3id.org/eusoilvoc#PlantWaterUptake,80
soil structure.,soil structure,soil structure,en,False,187517,,https://w3id.org/eusoilvoc#SoilStructure,97
armenia,sand,Arena,es,False,185851,,https://w3id.org/eusoilvoc#Sand,83
georgia,geology,Geologia,it,False,185852,,https://w3id.org/eusoilvoc#Geology,80
land production,food production,food production,en,False,181655,,https://w3id.org/eusoilvoc#FoodProduction,80
dissolved organic carbon,soil organic carbon,soil organic carbon,en,False,181691,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,84
historical geography,physiography,physical geography,en,False,179676,,https://w3id.org/eusoilvoc#Physiography,84
gaseous emission,soil gaseous emission,soil gaseous emission,en,False,179740,,https://w3id.org/eusoilvoc#SoilGaseousEmission,86
environmental fluctuation,soil environmental functions,soil environmental function,en,False,179827,,https://w3id.org/eusoilvoc#SoilEnvironmentalFunctions,81
pedogenesis,soil formation,Pedogenese,de,False,179835,,https://w3id.org/eusoilvoc#SoilFormation,86
thermal properties,soil thermal properties,soil thermal properties,en,False,179915,,https://w3id.org/eusoilvoc#SoilThermalProperties,88
production,food production,food production,en,False,179931,,https://w3id.org/eusoilvoc#FoodProduction,80
erosión suelo,soil erosion,Erosión del suelo,es,False,179932,,https://w3id.org/eusoilvoc#SoilErosion,87
cubiertas vegetales,ground cover,cubierta vegetal,es,True,179934,,https://w3id.org/eusoilvoc#GroundCover,91
conservación del suelo,soil freezing,congelación del suelo,es,True,179943,,https://w3id.org/eusoilvoc#SoilFreezing,88
soil erosion model,soil erosion degree,soil erosion degree,en,False,179974,,https://w3id.org/eusoilvoc#SoilErosionDegree,81
dry consistence,dry consistency,dry consistency,en,False,179989,,https://w3id.org/eusoilvoc#DryConsistency,93
f06 irrigation,irrigation,irrigation,en,False,179994,,https://w3id.org/eusoilvoc#Irrigation,83
soil moisture heterogeneity,soil pore heterogeneity,soil pore heterogeneity,en,False,179997,,https://w3id.org/eusoilvoc#SoilPoreHeterogeneity,88
soil water management,soil water movement,soil water movement,en,False,180009,,https://w3id.org/eusoilvoc#SoilWaterMovement,85
biological treatments,biological features,biological features,en,False,180015,,https://w3id.org/eusoilvoc#BiologicalFeatures,80
plant hormones,vegetation,plant formations,en,False,180020,,https://w3id.org/eusoilvoc#Vegetation,80
total microbial respiration,soil microbial respiration,soil microbial respiration,en,False,180024,,https://w3id.org/eusoilvoc#SoilMicrobialRespiration,91
snow depth,soil depth,soil depth,en,False,180030,,https://w3id.org/eusoilvoc#SoilDepth,80
soil accumulation,soil flocculation,soil flocculation,en,False,180039,,https://w3id.org/eusoilvoc#SoilFlocculation,82
soil condition,soil consolidation,soil consolidation,en,False,180047,,https://w3id.org/eusoilvoc#SoilConsolidation,81
p11 drainage,peat drainage,peat drainage,en,False,180051,,https://w3id.org/eusoilvoc#PeatDrainage,80
water relations,water regulation,water regulation,en,False,180053,,https://w3id.org/eusoilvoc#WaterRegulation,90
erosion risk,erosion ratio,erosion ratio,en,False,180059,,https://w3id.org/eusoilvoc#ErosionRatio,80
watershed characteristics,soil water characteristics,soil water characteristics,en,False,180066,,https://w3id.org/eusoilvoc#SoilWaterCharacteristics,82
desiccation,soil desiccation,soil desiccation,en,False,180087,,https://w3id.org/eusoilvoc#SoilDesiccation,81
stem water potential,soil water potential,soil water potential,en,False,180118,,https://w3id.org/eusoilvoc#SoilWaterPotential,85
implementation,cementation,cementation,en,False,180139,,https://w3id.org/eusoilvoc#Cementation,80
water uptake,plant water uptake,plant water uptake,en,False,180141,,https://w3id.org/eusoilvoc#PlantWaterUptake,80
salt sensing,salt sieving,salt sieving,en,False,180143,,https://w3id.org/eusoilvoc#SaltSieving,83
relative transpiration,transpiration,plant transpiration,en,False,180146,,https://w3id.org/eusoilvoc#Transpiration,83
soil and water,soil water,soil water,en,False,180158,,https://w3id.org/eusoilvoc#SoilWater,83
2508.02 evaporación,evapouration,evaporación,es,True,180162,,https://w3id.org/eusoilvoc#Evapouration,85
vine transpiration,transpiration,transpiration,en,False,180165,,https://w3id.org/eusoilvoc#Transpiration,84
water storage,soil water storage,soil water storage,en,False,180175,,https://w3id.org/eusoilvoc#SoilWaterStorage,84
